nome,indirizzo,citta,provincia,nazione,lat,lng
Ferrero Mangimi Fossano,"Autostrada Torino-Savona, 12045 Fossano CN, Italia",Fossano,CN,Italia,44.5509183,7.7870499
FERRERO POZZUOLO MARTESANA,"Italia, 20060 Pozzuolo Martesana MI, Via Ferrero",Pozzuolo Martesana,MI,,45.5121141,9.4481526
FERRERO STADTALLENDORF,"K92 3, 35260 Stadtallendorf, Germania",Stadtallendorf,,Germania,50.8184515,8.9960518
FF SKAGEN,"Fabrikskajen 2, 9990 Skagen, Danimarca",Skagen,,Danimarca,57.7211983,10.5990915
FILOZOO CARPI,"Viale del Commercio, 24-30, 41012 Carpi MO, Italia",Carpi,MO,Italia,44.7889735,10.8552522
FLEXITANK ZAANDAM,"Noorder IJ- en Zeeweg 2, 1505 HK Zaandam, Paesi Bassi",Zaandam,,Paesi Bassi,52.427750706734,4.8538372295734
FLINT SPA CARONNO PERTUSELLA,"Via G. Bellini, 124, 21042 Caronno Pertusella VA, Italia",Caronno Pertusella,VA,Italia,45.5840843,9.0540836
FONTI DI VINADIO,"Frazione Roviera, 10, 12010 Pratolungo-roviera CN, Italia",Pratolungo-roviera,CN,Italia,44.2986258,7.1478048
formec,"Via Piacenza, 20, 26865 San Rocco al Porto LO, Italia",San Rocco al Porto,LO,Italia,45.0770039,9.7092249
Fra Nui España Alcasser,"Carrer dels Gremis, 8, 46290 Alcàsser, Valencia, Spagna",Alcàsser,Valencia,Spagna,39.3698108,-0.4364565
FRANCE MELASSE SETE,"Route de Pontmartin, 34200 Sète, Francia",Sète,,Francia,43.3999195,3.706968
Francia Mozzarella Berlin,"Volkmarstraße 9-11, 12099 Berlin, Germania",Berlin,,Germania,52.4542672,13.3971214
FRANTOIO BO SESTRI,"Via della Chiusa, 68, 16039 Sestri Levante GE, Italia",Sestri Levante,GE,Italia,44.2701771,9.3986945
Freddi Castiglione delle stiviere,"Via Levadello, 13, 46043 Freddi MN, Italia",Freddi,MN,Italia,45.3642715,10.515221
Fridul S.A. Almansa,"C. Aparadoras, 1, 02640 Almansa, Albacete, Spagna",Almansa,Albacete,Spagna,38.8727066,-1.1119866
Friesland Campina Aalter,"Venecolaan 17, 9880 Aalter, Belgio",Aalter,,Belgio,51.10519,3.441939
FRIESLAND CAMPINA LOCHEM,"Stationsweg 2, 7241 CT Lochem, Paesi Bassi",Lochem,,Paesi Bassi,52.1638731,6.4229291
FRIESLAND CAMPINA LUMMEN,"Blanklaarstraat 1-17, 3560 Lummen, Belgio",Lummen,,Belgio,51.0138738,5.121056
Friesland Campina Noordwijk,"Noorderweg 27, 9824 PA Noordwijk GN, Paesi Bassi",Noordwijk GN,,Paesi Bassi,53.1705884,6.2570717
Friesland Foods Beilen,"De Zuidmaten, Edisonweg 6, 9411 Beilen, Paesi Bassi",Beilen,,Paesi Bassi,52.854642,6.5186327
FrieslandCampina 5462 VEGHEL,"Zuidkade 31, 5462 CD Veghel, Paesi Bassi",Veghel,,Paesi Bassi,51.6142745,5.5240347
FRISIAN EGG,"Edisonlaan 2, 9247 Ureterp, Paesi Bassi",Ureterp,,Paesi Bassi,53.1013193,6.1291991
FRISIAN EGG Drachten,"Edisonlaan, 9247 Drachten, Paesi Bassi",Drachten,,Paesi Bassi,53.1013723,6.1294332
Fromagerie de Neufchateau,"101 Av. Président Kennedy, 88300 Neufchâteau, Francia",Neufchâteau,,Francia,48.352473937506,5.6777265823193
Fromagerie de Vaudes,"4 Rte de St Parres, 10260 Vaudes, Francia",Vaudes,,Francia,48.173791359503,4.1951892335828
Fromagerie Delin Gilly les Citeaux,"1 Rue Des Cerisiers, 21640 Gilly-lès-Cîteaux, Francia",Gilly-lès-Cîteaux,,Francia,47.17561066562,4.9766860571094
Fromagerie Germain,"4-6 Zae Champ Miollin, 52190 Vaux-Sous-Aubigny, Francia",Vaux-Sous-Aubigny,,Francia,47.6529668,5.2890638
Fromagerie la Tournette FILLINGES,"225 Route des Bègues, 74250 Fillinges, Francia",Fillinges,,Francia,46.1503581,6.3167618
Fromagerie Rissoan Luc,"Le Plo, 48250 Luc, Francia",Luc,,Francia,44.655379390548,3.8858285877933
Froneri Ferentino,"Via dei Ponticelli, 03013 Frosinone FR, Italia",Frosinone,FR,Italia,41.640719551091,13.267280770055
FRONERI FRANCE S.A.S.,"16 Kergamet, 29800 Plouédern, Francia",Plouédern,,Francia,48.4801825,-4.2460765
FRONERI Schöller Uelzen,"Hamburger Str. 4, 29525 Uelzen, Germania",Uelzen,,Germania,53.0033911,10.5585791
"Fuchs & Hoffmann 66450 Bexbach, Germania","In d. Kolling 140, 66450 Bexbach, Germania",Bexbach,,Germania,49.3445015,7.2440425
Fude & Serrahn Milch F+S Berlino,"Rauchstraße 55, 13587 Berlin, Germania",Berlin,,Germania,52.561137081863,13.215718892805
Fude & Serrahn Milch F+S Gransee,"Am Gewerbepark 10, 16775 Gransee, Germania",Gransee,,Germania,53.0095951,13.1768717
Fuji Oils Gent,"Kuhlmannlaan 36, 9042 Gand, Belgio",Gand,,Belgio,51.1771884,3.7920668
"Fundacion Patrimonio Comunal Olivarero - Av. Padre Villoslada, 63, 14850 Baena, Córdoba, Spagna","Av. Padre Villoslada, 63, 14850 Baena, Córdoba, Spagna",Baena,Córdoba,Spagna,37.6215248,-4.3125426
Galasso Ettore Loreto Aprutino,"Contrada Poggioragone, 5, 65014 Loreto Aprutino PE, Italia",Loreto Aprutino,PE,Italia,42.3982986,13.9518613
GALBANI CORTEOLONA,"Strada Statale 234, Santa Cristina e Bissone PV, Italia",Santa Cristina e Bissone PV,,Italia,45.1594125,9.3797779
Galbusera Cosio Valtellino,"Via Stelvio, 109, 23013 Cosio Valtellino SO, Italia",Cosio Valtellino,SO,Italia,46.1324683,9.5361095
GALLETAS GULLON 34800 Aguilar de Campoo,"Fábrica de Galletas, 34800 Aguilar de Campoo, Palencia, Spagna",Aguilar de Campoo,Palencia,Spagna,42.7906476,-4.2395691
GAMBAROTTA NOVI LIGURE,"Strada Statale 35bis, 103, 15067 Barbellotta AL, Italia",Barbellotta,AL,Italia,44.7414273,8.8232171
Garbo Cerano,"Via Prati Nuovi, 9, 28065 Cerano NO, Italia",Cerano,NO,Italia,45.4078595,8.7875744
Gebr. Bertrams GmbH & Co. KG,"Anhovener Str. 24, 41844 Wegberg, Germania",Wegberg,,Germania,51.110536,6.3256578
Gebroeders Dunnink BV Nieuwleusen,"Rollecate 81, 7711 GG Nieuwleusen, Paesi Bassi",Nieuwleusen,,Paesi Bassi,52.5887732,6.2394558
GESCO CONSORZIO RAVENNA,"Via Classicana, 45, 48122 Ravenna RA, Italia",Ravenna,RA,Italia,44.466305128476,12.25785456347
Gesco Monte di Malo,"Via Giovanni XXIII Papa, 3, 36030 Giovanni XXIII VI, Italia",Giovanni XXIII,VI,Italia,45.6540785,11.3946777
Gesco Ospitaletto,"A4 Torino - Trieste, 25050 BS, Italia",BS,,Italia,45.5645756,10.071601
Gesco Ravenna,"Italia, 48122 Ravenna RA, Via Classicana",Ravenna,RA,,44.4658138,12.2582701
Gesco S.Vittore di Cesena,"Via Settecrociari, 5698-5708, 47522 Cesena FC, Italia",Cesena,FC,Italia,44.1109991,12.1900105
GF OVODRY S.R.L. Asigliano Veneto,"Via Fabio Filzi, 12, 36020 Asigliano Veneto VI, Italia",Asigliano Veneto,VI,Italia,45.3088643,11.4701266
GIOMA VARO BRUGHERIO,"Via Talete, 8, 20864 Agrate Brianza MB, Italia",Agrate Brianza,MB,Italia,45.5631338,9.3218442
GIORDANO TORRICELLA,"SP129, 515, 74020 Torricella TA, Italia",Torricella,TA,Italia,40.3381181,17.498787
GLACONCHEMIE GMBH MERSEBURG,"An den Rohrackern 2, 06217 Merseburg (Saale), Germania",Merseburg (Saale),,Germania,51.3184702,11.9856331
GLENCORE USTI NAD LEBEM,"Žukovova 13, 400 03 Ústí nad Labem-Střekov, Repubblica Ceca",03 Ústí nad Labem-Střekov,,Repubblica Ceca,50.6552518,14.0521541
Global Food,"Contrada Ficocelle, 84061 Ogliastro Cilento SA, Italia",Ogliastro Cilento,SA,Italia,40.3798695,15.0480802
GLOBAL FOOD OSPEL,"Ketelaarsweg, Gebbelsweg 13, 6035 EA Ospel, Paesi Bassi",Ospel,,Paesi Bassi,51.2977525,5.7734026
Global Food Group Koenderstraat 9 6003 Weert Holland,"Koenderstraat 9, 6003 PR Weert, Paesi Bassi",Weert,,Paesi Bassi,51.2730735,5.6874451
Globemilk B.V. Erflanden 6 5831 ZA Boxmeer Netherlands,"Erflanden 4, 5831 ZA Boxmeer, Paesi Bassi",Boxmeer,,Paesi Bassi,51.6364466,5.9445628
Glockengold Fruchtsaft AG,"Naumburger Str., 06636 Laucha an der Unstrut, Germania",Laucha an der Unstrut,,Germania,51.2216281,11.6863645
"GLYCOM A/S 6715 Esbjerg, Danimarca","Storebæltsvej, 6715 Esbjerg, Danimarca",Esbjerg,,Danimarca,55.508896,8.4665426
GOLDSTEIG Cheese Factories Bayerwald Cham,"Siechen 11, 93413 Cham, Germania",Cham,,Germania,49.2282803,12.6796264
Golosità Grinzane Cavour,"Via Piana Gallo, 48, 12060 Grinzane Cavour CN, Italia",Grinzane Cavour,CN,Italia,44.6682271,7.9881693
GOTTO D'ORO SCARL.,"Via Divino Amore, 321, 00040 Marino RM, Italia",Marino,RM,Italia,41.7564795,12.6000538
Granarolo Soliera,"Via Stradello Morello, 174, 41019 Soliera MO, Italia",Soliera,MO,Italia,44.731284518152,10.918213109577
Granarolo Usmate Velate,"Via S. Giovanni Bosco, 37, 20865 Arcore MB, Italia",Arcore,MB,Italia,45.6438712,9.3396214
Granja AMJ –Paratge Bosc de Sant Mer – 17468 Sant Esteve de Guialbes,"Unnamed Road, 17468 Vilademuls, Girona, Spagna",Vilademuls,Girona,Spagna,42.1072083,2.8717896
Greenoleo Cremona,"Italia, 26100 Cremona CR, Via Bergamo, 70",Cremona CR,Via Bergamo,,45.148112,10.0087436
"GRIEGES LAITERIE 01290 Grièges, Francia","439 D51B, 01290 Grièges, Francia",Grièges,,Francia,46.2605565,4.8542988
Grottarossa Vini,"SS640, 93100 Caltanissetta CL, Italia",Caltanissetta,CL,Italia,37.4182265,13.9017407
Grupo Cooperativo Montes Norte Malagon,"C. Madrid, 1, 13420 Malagón, Ciudad Real, Spagna",Malagón,Ciudad Real,Spagna,39.1594359,-3.8428982
GS AGRI EG GARREL,"Petersfelder Straße 51A, 49681 Garrel, Germania",Garrel,,Germania,52.9540741,8.0101961
GSC Montebello (VI),"Località Fracanzana, 16, 36054 Montebello Vicentino VI, Italia",Montebello Vicentino,VI,Italia,45.4381349,11.3729756
GULDENKRON FRUCHTSAFT GMBH NISTERTAL,"Zum Steinstück, 57647 Nistertal, Germania",Nistertal,,Germania,50.6284524,7.8927043
Gum Base Lainate,"SP109, 18, 20020 Lainate MI, Italia",Lainate,MI,Italia,45.5709768,9.0157656
H&R Salzbergen,"Neuenkirchener Damm, 48499 Salzbergen, Germania",Salzbergen,,Germania,52.3145749,7.3508823
H&R OELWERKE HAMBURG,"Julius-Schindler-Straße, 21107 Amburgo, Germania",Amburgo,,Germania,53.5157278,9.9486262
HALBA PRATTELN,"Rheinstrasse, 4133 Pratteln, Svizzera",Pratteln,,Svizzera,47.5309166,7.6881666
HALVA LTD HELSINKI,"Hyvlerivägen 9, 00380 Helsingfors, Finlandia",Helsingfors,,Finlandia,60.2164455,24.881544
HANEBERG & LEUSING GMBH OSTBEVEREN,"Eichenweg 9, 48346 Ostbevern, Germania",Ostbevern,,Germania,52.0390939,7.8454399
Hardhof Berghuelen,"Raiffeisenweg 10, 89180 Berghülen, Germania",Berghülen,,Germania,48.4605338,9.7765853
Hardhof Gruensfeld,"Rötensteinstraße 1, 97947 Grünsfeld, Germania",Grünsfeld,,Germania,49.605628,9.7369146
Hardtof Dachwig,"Im Gewerbegebiet 6, 99100 Dachwig, Germania",Dachwig,,Germania,51.0736927,10.8686497
Haribo Invest Cornellà del Terri,"Carrer G, 20, 17844 Cornellà del Terri, Girona, Spagna",Cornellà del Terri,Girona,Spagna,42.096361909401,2.7976591215739
HCS HAMBURG,"Ellerholzdamm 38, 20457 Amburgo, Germania",Amburgo,,Germania,53.5302189,9.9729734
Henkel Lomazzo,"Via Cesare Cantù, 2-18, 22074 Lomazzo CO, Italia",Lomazzo,CO,Italia,45.7006875,9.0373206
Herbert Maucher D-79288 Gottenheim,"Im Ried 5A, 79288 Gottenheim, Germania",Gottenheim,,Germania,48.046959,7.7053795
HERMANOS NIETO COLL C.B.,"Calle San Blas, 3, 13350 Moral de Calatrava, Cdad. Real, Spagna",Moral de Calatrava,Cdad. Real,Spagna,38.8246818,-3.5772535
HOCHWALD 54424 Thalfang,"Bahnhofstraße 47, 54424 Thalfang, Germania",Thalfang,,Germania,49.7509652,7.0064332
Hochwald Foods GmbH 67663 Kaiserslautern,"Denisstraße 23-19, 67663 Kaiserslautern, Germania",Kaiserslautern,,Germania,49.443843,7.7201475
HOCHWALD FOODS Hungen,"Niddaer Str. 67-69, 35410 Hungen, Germany",Hungen,,Germania,50.4721297,8.9086088
Hochwald Foods Whey Ingredients Mechernich,"Ziegelfeld 16, 53894 Mechernich, Germania",Mechernich,,Germania,50.6446705,6.6915499
Hochwald FoodsLuneburg,"Lüner Weg 15b, 21337 Lüneburg, Germania",Lüneburg,,Germania,53.251760668519,10.418748153514
HOCHWALD MOLKEREI HUNFELD,"Ströherstraße, 36088 Hünfeld, Germany",Hünfeld,,Germania,50.682967,9.7604073
Holland Tank Service Pobiedziska,"Pomarzanowice 27, 62-010, Polonia",62-010,,Polonia,52.502496124587,17.281307656325
HS Coldstores,"Van Heemstraweg 88a , Beneden-Leeuwen",Van Heemstraweg 88a,,,51.8754164,5.5085303
HUG Malters,"Neumühlestrasse 4, 6102 Malters, Svizzera",Malters,,Svizzera,47.0400542,8.1785846
Huilerie E.Noel,"234 Chem. des Oliviers, 30130 Pont-Saint-Esprit, Francia",Pont-Saint-Esprit,,Francia,44.25073,4.6410717
HUILERIES DE LAPALISSE S.A.S.,"29 Rue Baudin, 03120 Lapalisse, Francia",Lapalisse,,Francia,46.2439641,3.631985
Hungrana KFT Szabadegyhaza,"Szabadegyháza, Ipartelep, 2432 Ungheria",Ipartelep,,,47.0831122,18.7153662
I.G.I. Palomonte,"Località Monte di Pruno, 84020 Palomonte SA, Italia",Palomonte,SA,Italia,40.6252497,15.2886974
I.O.I. LODERS ROTTERDAM,"Antarcticaweg 199, 3199 Botlek, Paesi Bassi",Botlek,,Paesi Bassi,51.9638724,4.0435997
IBERCACAO QUINTANAR DE LA ORDEN,"TO-2899, 4, 45800 Quintanar de la Orden, Toledo, Spagna",Quintanar de la Orden,Toledo,Spagna,39.58714,-3.0337903
ICAI BRUINO,"Viale Volvera, 113, 10090 Bruino TO, Italia",Bruino,TO,Italia,45.011228242036,7.4805238622922
ICAM ORSENIGO,"Via Colle Plinio, 4, 22030 Orsenigo CO, Italia",Orsenigo,CO,Italia,45.7804724,9.1750709
IL TREBBIOLO BRA,"Str. Gerbido, 12042 Bra CN, Italia",Bra,CN,Italia,44.6835145,7.8790888
ILLVA SARONNO,"Via Archimede, 21047 Saronno VA, Italy",Saronno,VA,Italia,45.6114133,9.037215
INALCA CASTELVETRO DI MODENA,"Via Belvedere, 11, 41014 Castelvetro di Modena MO, Italia",Castelvetro di Modena,MO,Italia,44.537892,10.9665778
INALPI Moretta,"Strada Provinciale 663, 12033 Moretta CN, Italia",Moretta,CN,Italia,44.7521111,7.5319065
Industria Casearia Silvio Belladelli Villafranca di Verona,"Via Pasubio, 49, 37069 Villafranca di Verona VR, Italia",Villafranca di Verona,VR,Italia,45.370342505571,10.856039823429
INGRA BROZZI SPA,"Via Milano, 3, 46019 Cogozzo MN, Italia",Cogozzo,MN,Italia,44.936332,10.5012627
Innospec Castiglione delle Stiviere,"Via Camillo Benso Conte di Cavour, 50, 46043 Castiglione delle Stiviere MN, Italia",Castiglione delle Stiviere,MN,Italia,45.396151,10.473874
Inovyn PVC France 39500 Tavaux,"Unnamed Road, 39500 Tavaux, Francia",Tavaux,,Francia,47.0507293,5.4109203
INTERNATIONAL N&H DENMARK APS GRINDSTED,"Vej uden navn, 7200 Grindsted, Denmark",Grindsted,,Danimarca,55.7632353,8.9320303
Ipox Chemicals Budapest,"Budapest, Helsinki út 116, 1238 Ungheria",Helsinki út 116,,,47.420793850449,19.106513124292
IPPOCHEMICAL PIERANICA,"Strada Provinciale 2, 91, 26017 Pieranica CR, Italia",Pieranica,CR,Italia,45.4317426,9.6110579
IPRONA LANA,"Zona Industriale, 120, 39011 Lana BZ, Italia",Lana,BZ,Italia,46.629841228559,11.165378405799
Ipsa Castignano,"Strada Provinciale 92, AP, Italia",AP,,Italia,42.9571904,13.6209612
IRCA GALLARATE,"Parco Lombardo della Valle del Ticino, Parco Regionale del Ticino, Via Orsini, 6-10, 21013 Gallarate VA, Italia",Gallarate,VA,Italia,45.66458817444,8.8047115583535
ITAL BI OIL - MONOPOLI,"Via Baione, 70043 Monopoli BA, Italia",Monopoli,BA,Italia,40.9584534,17.2609229
Italcanditi Pedrengo,"Via Cavour, 10, 24066 Pedrengo BG, Italia",Pedrengo,BG,Italia,45.692311590834,9.7457921321781
Italcool Castelfiorentino,"Via Lucardese, 4, 50051 Castelfiorentino FI, Italia",Castelfiorentino,FI,Italia,43.5954365,10.9832194
Italgum Ozzano Monferrato,"Via Gabriele D'Annunzio, 4, 15039 Ozzano Monferrato AL, Italia",Ozzano Monferrato,AL,Italia,45.1080432,8.3707541
italian food San Miniato (PI),"Via Giacomo Puccini, 38, 56028 San Donato PI, Italia",San Donato,PI,Italia,43.7038385,10.7880303
ITALIANA AROMI CARATE BRIANZA,"Via del Dosso, 9, 20841 Carate Brianza MB, Italia",Carate Brianza,MB,Italia,45.6657066,9.2351405
IVM Chemicals Parona,"Italia, 27020 Parona PV, SP101",Parona,PV,,45.2793018,8.7762014
J.G. NIEDEREGGER GMBH & CO. KG.,"Zeiss-Straße 1, 23560 Lübeck, Germania",Lübeck,,Germania,53.8453528,10.672516
J.G. NIEDEREGGER GMBH & CO. KG. LUBECCA,"Zeiss-Straße 3-5, 23560 Lübeck, Germania",Lübeck,,Germania,53.8458893,10.6720095
Johnson & Johnson Pomezia,"Via Ardeatina, Km 23, 00071 Pomezia RM, Italia",Pomezia,RM,Italia,41.6926205,12.5901018
JONKERS Zaandam,"Oostzijde 324B, 1508 Zaandam, Paesi Bassi",Zaandam,,Paesi Bassi,52.4564616,4.8138316
JULES BROCHENIN TULETTE,"123 All. 3 ZA du Grand Devès, 26790 Tulette, Francia",Tulette,,Francia,44.286020259009,4.9513723593192
Julian Soler S.A Quintanar del Rey,"CM-220, 16230 Villanueva de la Jara, Cuenca, Spagna",Villanueva de la Jara,Cuenca,Spagna,39.3788821,-1.9292113
JUS DE FRUIT D' ALSAZE SARRE UNION,"D8, 67260 Rimsdorf, Francia",Rimsdorf,,Francia,48.9295483,7.0901305
Jütro GmbH Juterborg,"Gewerbering 17, 14913 Jüterbog, Germania",Jüterbog,,Germania,52.006648016167,13.087640453971
KATLENBURGER KELLEREI,"B247 11, 37191 Katlenburg-Lindau, Germania",Katlenburg-Lindau,,Germania,51.6808211,10.0998163
KINGTRE 20 BOULEVARD PASTEURE F 81290,"8 Boulevard Pasteur, 81290 Labruguière, Francia",Labruguière,,Francia,43.542296,2.259977
KLOOSTERBOER B.V. ROTTERDAM,"Den Hamweg 3, 3089 KK Rotterdam, Paesi Bassi",Rotterdam,,Paesi Bassi,51.8812241,4.4282906
KLOOSTERBOER ELST B.V. ELST,"Handelsweg 5, De Aam, 6662 NH Elst, Paesi Bassi",Elst,,Paesi Bassi,51.9128733,5.858979
Konings Drinks BREDA,"Teteringsedijk 227, 4817 ME Breda, Paesi Bassi",Breda,,Paesi Bassi,51.5951688,4.805211
KONINGS JUICES & DRINKS BVBA. BORGLOON,"Hoepertingen Looza, 3840 Borgloon, Belgio",Borgloon,,Belgio,50.8043828,5.3013988
Koninklijke VIV Buisman B.V.,"Brinkweg 15-23, 7021 BV Zelhem, Paesi Bassi",Zelhem,,Paesi Bassi,52.002886934803,6.3545896337176
Koole Tankstorage Pernis B.V.,"Vondelingenweg 2001-2210, 3196 Vondelingenplaat, Paesi Bassi",Vondelingenplaat,,Paesi Bassi,51.888594243695,4.3381395738296
Koole Zaandam,"Sluispolderweg 48, 1505 Zaandam, Paesi Bassi",Zaandam,,Paesi Bassi,52.419343,4.847215
Kraft Saiwa Capriata d'Orba,"Italia, 15060 Capriata d'Orba AL, Strada Vicinale Montada dell'Albero",Capriata d'Orba,AL,,44.7196378,8.6610996
Kraft Sweden,"Smedbyvägen 6, 194 30 Upplands Väsby, Svezia",30 Upplands Väsby,,Svezia,59.5077116,17.8962534
KRISTALL COCOA FEHRBELLIN,"Gewerbepark 2, 16833 Fehrbellin, Germania",Fehrbellin,,Germania,52.801058,12.792854
KUMPF FRUCHTSAFT GMBH &amp; CO.KG MARKGROENINGEN.,"Markgröninger Straße, 71706 Markgröningen, Germania",Markgröningen,,Germania,48.9340744,9.0628016
L ITALIANA AROMI S.R.L.,"Via del Dosso, 9, 20841 Carate Brianza MB, Italia",Carate Brianza,MB,Italia,45.6663429,9.2357485
La Casara Roncolato Romano Roncà,"SP17d, 37030 Roncà VR, Italia",Roncà,VR,Italia,45.473664307424,11.292127719488
La Cesenate Cesena,"Sottopasso Cervese, 373, 47521 Cesena FC, Italia",Cesena,FC,Italia,44.148311,12.2572286
La jumillere,"Rue de la Rogerie, 49120 Chemillé-en-Anjou, Francia",Chemillé-en-Anjou,,Francia,47.2765652,-0.7301093
LA LUISIANA OLEIFICIO,"Av. de Andalucía, 2A, 41430 La Luisiana, Sevilla, Spagna",La Luisiana,Sevilla,Spagna,37.5273201,-5.2429943
"LA RUEDA CASA BAJA S.L. CTRA. A-401, KM. 10,90 UBEDA","Unnamed Road, 23440 Baeza, Jaén, Spagna",Baeza,Jaén,Spagna,37.921362,-3.4169817
La Suissa Arquata Scrivia,"Via Serravalle, 99, 15061 Arquata Scrivia AL, Italia",Arquata Scrivia,AL,Italia,44.7019411,8.8681948
La Villese Villalfonsina,"Contrada Morandici, 66020 Villalfonsina CH, Italia",Villalfonsina,CH,Italia,42.1815749,14.5660568
Lacer Cerdanyola del Vallès,"Carrer dels Boters, 5, 08290 Cerdanyola del Vallès, Barcelona, Spagna",Cerdanyola del Vallès,Barcelona,Spagna,41.4860697,2.1254965
LACSA ROSTA,"Str. Antica di Alpignano, 46, 10090 Rosta TO, Italia",Rosta,TO,Italia,45.0830499,7.4685996
Lactoprot Meiereistr. 5-7 D 23816 Leezen,"Raiffeisenstraße 24, 23816 Leezen, Germania",Leezen,,Germania,53.8679076,10.248848
LAGER MAURIK,"Tielsestraat 43, 4021 HB Maurik, Paesi Bassi",Maurik,,Paesi Bassi,51.95528,5.4220015
LAICA ARONA,"Via Vittorio Veneto, 110A, 28041 Arona NO, Italia",Arona,NO,Italia,45.7550397,8.5452985
Laiterie Carrier VALS LES BAINS,"2469 Rte d'Arlix, 07600 Vals-les-Bains, Francia",Vals-les-Bains,,Francia,44.643964923576,4.3421613855505
LAITERIE COOPERATIVE 367 ROUTE DE Montrevel F-01340 Etrez,"367 Rte de Montrevel, 01340 Bresse Vallons, Francia",Bresse Vallons,,Francia,46.3334442,5.181665
Laitnaa Cooperative La Capelle,"18 Rte d'Hirson, 02260 La Capelle, Francia",La Capelle,,Francia,49.9730307,3.9250908
Laterie de Varennes,"2 Route des Touches, 36210 Varennes-sur-Fouzon, Francia",Varennes-sur-Fouzon,,Francia,47.2220037,1.6069633
Laterie Saint Denis De l'Hotel,"Route de l'Aérodrome, 45550 Saint-Denis-de-l'Hôtel, Francia",Saint-Denis-de-l'Hôtel,,Francia,47.883335,2.1303739
LATTERIA DI PASQUO,"Zona Artigianale Giovanni Paolo II, 7, 86081 Agnone IS, Italia",Agnone,IS,Italia,41.813773,14.3729123
Latteria Guilloteau,"Route des Ecassaz, 01300 Belley, Francia",Belley,,Francia,45.752334770679,5.6934643473483
Latteria Maromme,"47 Rue Berrube, 76150 Maromme, Francia",Maromme,,Francia,49.478104,1.0440588
Latteria Piding,"Hockerfeld 6, 83451 Piding, Germania",Piding,,Germania,47.7645351,12.915068
Latteria Regensburg,"Nordgaustraße, 93059 Regensburg, Germania",Regensburg,,Germania,49.0314275,12.1130663
LATTERIA SOLE MIZO CSORNA,"9300 Csorna, Via Virág 2-3, Ungheria",Via Virág 2-3,,Ungheria,47.6150542,17.2680682
Lavaggio Malpensa Cassano con Magnago,"Via Bonicalza Albino, 124, 21012 Cassano Magnago VA, Italia",Cassano Magnago,VA,Italia,45.6577316,8.8440223
"Le Romagnole Via Ramona, 7, 48125 Ravenna RA, Italia","Via Ramona, 7, 48125 Ravenna RA, Italia",Ravenna,RA,Italia,44.3361749,12.0843163
Leagel - Chiesanuova,"Str. delle Seriole, 55-9, San Marino",55-9,,San Marino,43.9307885,12.4172416
Lemonagro SRL,"SP15, 95032 Belpasso CT, Italia",Belpasso,CT,Italia,37.5322496,14.907405
Lesaffre Trecasali,"Strada Gassens Salvador Allende, 32, 43056 Torrile PR, Italia",Torrile,PR,Italia,44.9281653,10.3034322
Lesieur Coudekerque,"Rue de l'Usine, 59210 Coudekerque-Branche, Francia",Coudekerque-Branche,,Francia,51.0096549,2.3704299
LHS Staszow,"Droga Bez Nazwy, 28-200 Staszów, Polonia",28-200 Staszów,,Polonia,50.550771055327,21.158598256416
LIMELCO NV ZONHOVEN,"Boddenveldweg 11, 3520 Zonhoven, Belgio",Zonhoven,,Belgio,50.9935551,5.3808235
LINDT FRANCE 64400 Oloron-Sainte-Marie,"25B Avenue du 14 Juillet, 64400 Oloron-Sainte-Marie, Francia",Oloron-Sainte-Marie,,Francia,43.1934756,-0.6161449
LINDT INDUNO OLONA,"Via Buccari, 21056 Induno Olona VA, Italia",Induno Olona,VA,Italia,45.8452579,8.8255992
LINDT KIRCHBERG,"Seestrasse 204, 8802 Kilchberg, Svizzera",Kilchberg,,Svizzera,47.3173945,8.5525193
Lineage Beneden-Leeuwen,"Van Heemstraweg 88a, 6658 KK Beneden-Leeuwen, Paesi Bassi",Beneden-Leeuwen,,Paesi Bassi,51.8768245,5.503569
LIOT S.A. ANNEZIN,"437-519 Boulevard de la République, 62232 Annezin, Francia",Annezin,,Francia,50.5294326,2.5978631
LIPIDOS SANTIGA,,,,,41.5302725,2.1547865
LIPOID GMBH 67067 LUDWIGSHAFEN,"Lipoidstraße 8, 67067 Ludwigshafen am Rhein, Germany",Ludwigshafen am Rhein,,Germania,49.44735,8.3786913
LISTEL S.A.S. SETE,"Chemin Château de Villeroy, 34200 Sète, Francia",Sète,,Francia,43.3773795,3.6273141
Lorco Pont Scorff,"16 Rue Camille Claudel, 56620 Pont-Scorff, Francia",Pont-Scorff,,Francia,47.8326013,-3.39078
LOUIS DREYFUS COMMODITIES GMBH WITTENBERG,"Dessauer Straße 126, 06886 Wittenberg, Germania",Wittenberg,,Germania,51.8691608,12.5839166
LUCIANI GIUSEPPE,"Contrada Lucianetti, 20, 66030 Mozzagrogna CH, Italia",Mozzagrogna,CH,Italia,42.2026835,14.441896
LUIS CANO FUENTES ERMITANUEVA -ALCALA LA REAL (JAEN),"Lugar Ermita Nueva, 0, 23686 Ermita Nueva, Jaén, Spagna",Ermita Nueva,Jaén,Spagna,37.4090486,-3.8697728
LUIS CANO FUENTES PCO DE PUENTE GENIL (CORDOBA),"Diseminado Diseminados, 1, 14512 Puente Genil, Córdoba, Spagna",Puente Genil,Córdoba,Spagna,37.3999295,-4.7468486
